Titel,Abkürzung,Ausfertigungsdatum,Fundstelle,Pfad
Zweites Gesetz zur Änderung des Gesetzes vom 22. Juni 1954 über den Beitritt  der Bundesrepublik Deutschland zum Abkommen über die Vorrechte und Befreiungen der  Sonderorganisationen der Vereinten Nationen vom 21. November 1947 und über die Gewährung  von Vorrechten und Befreiungen an andere zwischen-staatliche Organisationen,UNSOrgVorRAbkGÄndG 2,1964-02-28,"BGBlII:1964,187",gesetze-master/u/unsorgvorrabkgaendg_2/index.md
Abkommen zwischen der Regierung der Bundesrepublik Deutschland und dem Amt  des Hohen Flüchtlingskommissars der Vereinten Nationen über das Büro des Hohen Flüchtlingskommissars  der Vereinten Nationen in Deutschland,UNHCRBüroAbk,2005-07-01,"BGBlII:2007,219",gesetze-master/u/unhcrbueroabk/index.md
Gesetz zu dem Übereinkommen vom 20. Juni 1956 über die Geltendmachung von Unterhaltsansprüchen  im Ausland,UhAnsprAuslÜbkG,1959-02-26,"BGBlII:1959,149",gesetze-master/u/uhansprausluebkg/index.md
Gesetz zur Sicherung des Unterhalts von Kindern alleinstehender Mütter und  Väter durch Unterhaltsvorschüsse oder -ausfalleistungen,UhVorschG,1979-07-23,"BGBlI:1979,1184",gesetze-master/u/uhvorschg/index.md
"Gesetz zur Ausführung der Verordnung (EG) Nr. 1221/2009 des Europäischen Parlaments  und des Rates vom 25. November 2009 über die freiwillige Teilnahme von Organisationen  an einem Gemeinschaftssystem für Umweltmanagement und Umweltbetriebsprüfung und  zur Aufhebung der Verordnung (EG) Nr. 761/2001, sowie der Beschlüsse der Kommission  2001/681EG und 2006/193/EG",UAG,1995-12-07,"BGBlI:1995,1591",gesetze-master/u/uag/index.md
Verordnung zum Vermögensgesetz über die Rückgabe von Unternehmen,URüV,1991-07-13,"BGBlI:1991,1542",gesetze-master/u/uruev/index.md
Verordnung über die Übertragung der Ermächtigung nach § 3 Abs. 6 der besonderen  Bestimmungen zur Einführung der Rechtsvorschriften auf dem Gebiet des gewerblichen  Rechtsschutzes im Einigungsvertrag,UWG/EinigVtrEÜbV,1990-10-04,"BGBlI:1990,2158",gesetze-master/u/uwg_einigvtreuebv/index.md
Verordnung zum Schutz von Übertragungsnetzen,ÜNSchutzV,2012-01-06,"BGBlI:2012,69",gesetze-master/u/uenschutzv/index.md
"Verordnung zur Durchführung des Gesetzes über die Bildung von Rückstellungen  in der Umstellungsrechnung der Geldinstitute, Versicherungsunternehmen und Bausparkassen  und in der Altbankenrechnung der Berliner Altbanken",UmstRückstGDV,1962-02-21,"BGBlI:1962,149",gesetze-master/u/umstrueckstgdv/index.md
Umwandlungsgesetz,UmwG 1995,1994-10-28,"BGBlI:1994,3210(1995I428)",gesetze-master/u/umwg_1995/index.md
Europäisches Abkommen zum Schutz von Fernsehsendungen,EuFernsAbk,1960-06-22,"BGBlII:1965,1235",gesetze-master/e/eufernsabk/index.md
Übereinkommen zur Gründung einer Europäischen Organisation für Astronomische  Forschung in der Südlichen Hemisphäre,EuAstroOrgÜbk,1962-10-05,"BGBlII:1965,43",gesetze-master/e/euastroorguebk/index.md
Verordnung über das Berufsbild und über die Prüfungsanforderungen im praktischen  und im fachtheoretischen Teil der Meisterprüfung für das Estrichleger-Handwerk,EstrMstrV,1995-02-16,"BGBlI:1995,214",gesetze-master/e/estrmstrv/index.md
Verordnung über die ehrenamtliche Betätigung von Arbeitslosen,EhrBetätV,2002-05-24,"BGBlI:2002,1783",gesetze-master/e/ehrbetaetv/index.md
Gesetz über den Vertrag vom 27. Oktober 1956 zur Abänderung des Vertrages über  die Gründung der Europäischen Gemeinschaft für Kohle und Stahl,EGKSVtrÄndVtrG,1956-12-22,"BGBlII:1956,1874",gesetze-master/e/egksvtraendvtrg/index.md
"Internationales Übereinkommen über Zusammenarbeit zur Sicherung der Luftfahrt  ""EUROCONTROL""",EUROCONTROLÜbk,1960-12-13,"BGBlII:1962,2274",gesetze-master/e/eurocontroluebk/index.md
Verordnung über die Gewährung von Erschwerniszulagen,EZulV 1976,1976-04-26,"BGBlI:1976,1101",gesetze-master/e/ezulv_1976/index.md
Verordnung über die Berufsausbildung zum Elektroniker und zur Elektronikerin,ElektronAusbV 2008,2008-07-25,"BGBlI:2008,1413",gesetze-master/e/elektronausbv_2008/index.md
"Verordnung über die Erfüllung der Vorratspflicht mit Beständen an Erdöl, Halbfertig-  und Erdölerzeugnissen, die in den Niederlanden lagern",EÖlBNLDV,1971-03-04,"BGBlI:1971,180",gesetze-master/e/eoelbnldv/index.md
Vereinbarung zwischen dem Deutschen Bundestag und der Bundesregierung über  die Zusammenarbeit in Angelegenheiten der Europäischen Union in Ausführung des §  6 des Gesetzes über die Zusammenarbeit von Bundesregierung und Deutschem Bundestag  in Angelegenheiten der Europäischen Union,EUZBBGVbg,2006-09-28,"BGBlI:2006,2177",gesetze-master/e/euzbbgvbg/index.md
Verordnung über andere und ergänzende Maßstäbe für die Verteilung der Mittel  für Leistungen zur Eingliederung in Arbeit und der Verwaltungskosten der Grundsicherung  für Arbeitsuchende im Jahr 2012,EinglMV 2012,2011-12-01,"BAnz:2011,Nr191,4445",gesetze-master/e/einglmv_2012/index.md
Gesetz über die Feststellung des Wirtschaftsplans des ERP-Sondervermögens für  das Rechnungsjahr 1968,ERPWiPlanG 1968,1968-07-19,"BGBlII:1968,625",gesetze-master/e/erpwiplang_1968/index.md
Gesetz über die Finanzierungshilfe für Entwicklungsländer aus Mitteln des ERP-Sondervermögens,ERPEntwHiG,1961-06-09,"BGBlII:1961,577",gesetze-master/e/erpentwhig/index.md
Gesetz zu dem Vertragswerk vom 17. Dezember 1994 über die Energiecharta,ECHVertrG,1996-12-20,"BGBlII:1997,4",gesetze-master/e/echvertrg/index.md
Gesetz über Kreuzungen von Eisenbahnen und Straßen,EBKrG,1963-08-14,"BGBlI:1963,681",gesetze-master/e/ebkrg/index.md
Europäisches Übereinkommen über die theoretische und praktische Ausbildung  von Krankenschwestern und Krankenpflegern,EuKrSchwAusbÜbk,1967-10-25,"BGBlII:1972,630",gesetze-master/e/eukrschwausbuebk/index.md
Gesetz über die Zusammenarbeit von Bund und Ländern in Angelegenheiten der  Europäischen Union,EUZBLG,1993-03-12,"BGBlI:1993,313",gesetze-master/e/euzblg/index.md
"Gesetz zu den Änderungen vom 13. Februar 1997 des Übereinkommens zur Gründung  der Europäischen Fernmeldesatellitenorganisation ""EUTELSAT"" (EUTELSAT-Übereinkommen)",EUTELSATÜbkÄndG,1998-08-13,"BGBlII:1998,1738",gesetze-master/e/eutelsatuebkaendg/index.md
Verordnung über EWG-Bauartgenehmigungen für Kontrollgeräte und Schaublätter,EWGBauartGenV,1971-12-15,"BGBlI:1971,2023",gesetze-master/e/ewgbauartgenv/index.md
Bekanntmachung nach § 55 Absatz 1a des Energiesteuergesetzes,EnergieStG§55Abs1aBek 2012,2011-12-01,"BGBlI:2011,2423",gesetze-master/e/energiestg_55abs1abek_2012/index.md
"Zusatzprotokoll zum Internationalen Übereinkommen über Zusammenarbeit zur Sicherung  der Luftfahrt ""EUROCONTROL""",EUROCONTROLÜbkZProt,1970-07-06,"BGBlII:1972,816",gesetze-master/e/eurocontroluebkzprot/index.md
Verordnung über die Kostenerstattung an die Eisenbahn-Unfallkasse für die auftragsweise  Wahrnehmung der Aufgaben für die Prävention für die Beamten,EUKKostErstV,2000-06-15,"BGBlI:2000,912",gesetze-master/e/eukkosterstv/index.md
"Vertrag von Amsterdam zur Änderung des Vertrags über die Europäische Union,  der Verträge zur Gründung der Europäischen Gemeinschaften sowie einiger damit zusammenhängender  Rechtsakte",EUVtr Amst,1997-10-02,"BGBlII:1998,387",gesetze-master/e/euvtr_amst/index.md
Verordnung über die Verwaltung der Elbe und anderer Reichswasserstraßen durch  die Hansestadt Hamburg,ElbVwHHmbV,1938-12-31,"RGBlI:1939,3",gesetze-master/e/elbvwhhmbv/index.md
Verordnung über Sicherheiten für landwirtschaftliche Erzeugnisse,EWGSichV,1988-10-24,"BGBlI:1988,2092",gesetze-master/e/ewgsichv/index.md
Beschluß Nr. 8/93 des Obersten Rates vom 2. Dezember 1993 zur Änderung des  Artikels 37 der Gemeinsamen Vorschriften für das Lehrpersonal und das Verwaltungspersonal  des Europäischen Hochschulinstituts,EuHSchulBeschl 8/93,1993-12-02,"BGBlII:1996,755",gesetze-master/e/euhschulbeschl_8_93/index.md
"Verordnung (EG) Nr. 595/2009 des Europäischen Parlaments und des Rates über  die Typgenehmigung von Kraftfahrzeugen und Motoren hinsichtlich der Emissionen von  schweren Nutzfahrzeugen (Euro VI) und über den Zugang zu Fahrzeugreparatur- und  -wartungsinformationen, zur Änderung der Verordnung (EG) Nr. 715/2007 und der Richtlinie  2007/46/EG sowie zur Aufhebung der Richtlinien 80/1269/EWG, 2005/55/EG und 2005/78/EG",EGV 595/2009,2009-06-18,"ABlEU:2009,NrL188,1",gesetze-master/e/egv_595_2009/index.md
Drittes Gesetz über die Übernahme von Sicherheitsleistungen und Gewährleistungen  zur Förderung der deutschen Wirtschaft,ERPBürgschG,1954-12-06,"BGBlI:1954,365",gesetze-master/e/erpbuergschg/index.md
Verordnung über ein Verbot der Verwendung von Ethylenoxid bei Arzneimitteln,EthylenoxidV,1988-08-11,"BGBlI:1988,1586",gesetze-master/e/ethylenoxidv/index.md
Verordnung über die Benennung und Einrichtung der nationalen Eurojust-Anlaufstelle  für Terrorismusfragen,EJTAnV,2004-12-17,"BGBlI:2004,3520",gesetze-master/e/ejtanv/index.md
"Verordnung über die EG-Genehmigung für Kraftfahrzeuge und ihre Anhänger sowie  für Systeme, Bauteile und selbstständige technische Einheiten für diese Fahrzeuge",EG-FGV 2011,2011-02-03,"BGBlI:2011,126",gesetze-master/e/eg-fgv_2011/index.md
Verordnung zur Durchführung des Energiesteuergesetzes,EnergieStV,2006-07-31,"BGBlI:2006,1753",gesetze-master/e/energiestv/index.md
Vertrag zwischen der Bundesrepublik Deutschland und dem Staat Israel über die  Ergänzung des Europäischen Übereinkommens vom 20. April 1959 über die Rechtshilfe  in Strafsachen und die Erleichterung seiner Anwendung,EuRHiÜbkErgVtr ISR,1977-07-20,"BGBlII:1980,1336",gesetze-master/e/eurhiuebkergvtr_isr/index.md
Vertrag zwischen der Bundesrepublik Deutschland und der Deutschen Demokratischen  Republik über die Herstellung der Einheit Deutschlands,EinigVtr,1990-08-31,"BGBlII:1990,889",gesetze-master/e/einigvtr/index.md
Verordnung über die Sicherheit des Eisenbahnsystems,ESiV,2007-07-05,"BGBlI:2007,1305,1318",gesetze-master/e/esiv/index.md
Verordnung über Vermarktungsnormen für Bruteier und Küken von Hausgeflügel,EWGV1349/72DV,1973-04-04,"BGBlI:1973,273",gesetze-master/e/ewgv1349_72dv/index.md
Verordnung über die Berufsausbildung zum Edelsteinschleifer/zur Edelsteinschleiferin,EdlStSchlAusbV,1992-01-28,"BGBlI:1992,183",gesetze-master/e/edlstschlausbv/index.md
Gesetz über das Europäische Abkommen vom 22. Juni 1960 zum Schutz von Fernsehsendungen,EuFernsAbkG,1965-09-15,"BGBlII:1965,1234",gesetze-master/e/eufernsabkg/index.md
Verordnung über die Übersetzungen der Ansprüche europäischer Patentanmeldungen,EuPatAnmVeröffV,1978-12-18,"BGBlII:1978,1469",gesetze-master/e/eupatanmveroeffv/index.md
Gesetz über die Errichtung einer Stiftung Reichspräsident-Friedrich-Ebert-Gedenkstätte,EbertStiftG,1986-12-19,"BGBlI:1986,2553(1987I1069)",gesetze-master/e/ebertstiftg/index.md
"Gesetz zu dem Vertrag vom 12. Juni 1985 und dem Beitritt des Königreichs Spanien  und der Portugiesischen Republik zur Europäischen Wirtschaftsgemeinschaft, zur Europäischen  Atomgemeinschaft und zur Europäischen Gemeinschaft für Kohle und Stahl",EGBeitrESP/PRTG,1985-12-06,"BGBlII:1985,1249",gesetze-master/e/egbeitresp_prtg/index.md
Gesetz zu dem Beschluß und Akt des Rates der Europäischen Gemeinschaften vom  20. September 1976 zur Einführung allgemeiner unmittelbarer Wahlen der Abgeordneten  der Versammlung,EuWAktG,1977-08-04,"BGBlII:1977,733",gesetze-master/e/euwaktg/index.md
Gesetz über steuerliche Maßnahmen zur Förderung von privaten Kapitalanlagen  in Entwicklungsländern,EntwHStG,1963-12-23,"BGBlI:1963,1013",gesetze-master/e/entwhstg/index.md
Verordnung über die Übertragung der Führung des Unternehmensregisters und die  Einreichung von Dokumenten beim Betreiber des Bundesanzeigers,eBAnzV,2006-12-15,"BGBlI:2006,3202",gesetze-master/e/ebanzv/index.md
Abkommen über die Übergangsbestimmungen des Vertrages über die Gründung der  Europäischen Gemeinschaft für Kohle und Stahl,EGKSVtrÜAbk,1951-04-18,"BGBlII:1952,491",gesetze-master/e/egksvtrueabk/index.md
Bekanntmachung des Schreibens der Präsidentin der Volkskammer der Deutschen  Demokratischen Republik vom 25. August 1990 und des Beschlusses der Volkskammer  vom 23. August 1990 über den Beitritt der Deutschen Demokratischen Republik zum  Geltungsbereich des Grundgesetzes der Bundesrepublik Deutschland,EinigBeitrBesBek,1990-09-19,"BGBlI:1990,2057",gesetze-master/e/einigbeitrbesbek/index.md
"Gesetz über die Durchführung der Amtshilfe bei der Beitreibung von Forderungen  in Bezug auf bestimmte Steuern, Abgaben und sonstige Maßnahmen zwischen den Mitgliedstaaten  der Europäischen Union",EUBeitrG,2011-12-07,"BGBlI:2011,2592",gesetze-master/e/eubeitrg/index.md
Gesetz zur Reform des Erbschaftsteuer- und Schenkungsteuerrechts,ErbStRG,1974-04-17,"BGBlI:1974,933",gesetze-master/e/erbstrg/index.md
Gesetz zur Durchführung der Verordnungen der Europäischen Gemeinschaft oder  der Europäischen Union auf dem Gebiet der Gentechnik und über die Kennzeichnung  ohne Anwendung gentechnischer Verfahren hergestellter Lebensmittel,EGGenTDurchfG,2004-06-22,"BGBlI:2004,1244",gesetze-master/e/eggentdurchfg/index.md
Gesetz zu dem Vertrag vom 31. Januar 1972 zwischen der Bundesrepublik Deutschland  und der Republik Österreich über die Ergänzung des Europäischen Übereinkommens vom  20. April 1959 über die Rechtshilfe in Strafsachen und die Erleichterung seiner  Anwendung,EuRHiAUTÜbkErgVtrG,1975-08-15,"BGBlII:1975,1157",gesetze-master/e/eurhiautuebkergvtrg/index.md
Verordnung über die Meldung der Bestände an Erdöl und Erdölerzeugnissen,EÖlBMeldV 1978,1978-11-27,"BGBlI:1978,1840",gesetze-master/e/eoelbmeldv_1978/index.md
Verordnung über Lizenzen für landwirtschaftliche Erzeugnisse,EWGLizV,1987-10-26,"BGBlI:1987,2334",gesetze-master/e/ewglizv/index.md
Richtlinie 2008/74/EG der Kommission vom 18. Juli 2008 zur Änderung der Richtlinie  2005/55/EG des Europäischen Parlaments und des Rates und der Richtlinie 2005/78/EG  in Bezug auf die Typgenehmigung von Kraftfahrzeugen hinsichtlich der Emissionen  von leichten Personenkraftwagen und Nutzfahrzeugen (Euro 5 und Euro 6) und des Zugangs  zu Reparatur- und Wartungsinformationen für Fahrzeuge,EGRL 74/2008,2008-07-18,"ABlEU:2008,NrL192,51",gesetze-master/e/egrl_74_2008/index.md
Verordnung über die Zuweisung von Aufgaben und Befugnissen einer Entschädigungseinrichtung  an die Entschädigungseinrichtung des Bundesverbandes Öffentlicher Banken Deutschlands  GmbH,EntschBVöffBankV,1998-08-24,"BGBlI:1998,2390",gesetze-master/e/entschbvoeffbankv/index.md
ECE-Regelung Nr. 69 (Anlageband zur Verordnung über die Inkraftsetzung der  ECE-Regelung Nr. 69) über einheitliche Bedingungen für die Genehmigung von Tafeln  zur hinteren Kennzeichnung von bauartbedingt langsamfahrenden Kraftfahrzeugen und  ihrer Anhänger,ECER 69,1994-07-06,"BGBlII:1994,1023[Anlageband]",gesetze-master/e/ecer_69/index.md
ECE-Regelung Nr. 67 über den Einsatz von Flüssiggas,ECER 67,1987-06-01,"VkBl:2002,339",gesetze-master/e/ecer_67/index.md
"Protokoll zur Änderung des Protokolls über die Übergangsbestimmungen, das dem  Vertrag über die Europäische Union, dem Vertrag über die Arbeitsweise der Europäischen  Union und dem Vertrag zur Gründung der Europäischen Atomgemeinschaft beigefügt ist",EUVtrLissuaÜBestProtÄndProt,2010-06-23,"BGBlII:2011,443",gesetze-master/e/euvtrlissuauebestprotaendprot/index.md
"Gesetz zu dem Internationalen Übereinkommen vom 13. Dezember 1960 über Zusammenarbeit  zur Sicherung der Luftfahrt ""EUROCONTROL""",EUROCONTROLÜbkG,1962-12-14,"BGBlII:1962,2273",gesetze-master/e/eurocontroluebkg/index.md
Bekanntmachung über den Schutz von Erfindungen auf internationalen Ausstellungen,ErfSchBek 2011-11-10,2011-11-10,"BGBlI:2011,2253",gesetze-master/e/erfschbek_2011-11-10/index.md
Gesetz zum Ausbau von Energieleitungen,EnLAG,2009-08-21,"BGBlI:2009,2870",gesetze-master/e/enlag/index.md
Übereinkommen zur Gründung einer Europäischen Weltraumorganisation,EWOÜbk,1975-05-30,"BGBlII:1976,1862",gesetze-master/e/ewouebk/index.md
Gesetz über die Feststellung des Wirtschaftsplans des ERP-Sondervermögens für  das Rechnungsjahr 1965,ERPWiPlanG 1965,1965-03-30,"BGBlII:1965,225",gesetze-master/e/erpwiplang_1965/index.md
Verordnung über EU-Normen für Obst und Gemüse,EG-ObstGemüseV,2009-06-10,"BGBlI:2009,1269",gesetze-master/e/eg-obstgemuesev/index.md
Gesetz über die Feststellung des Wirtschaftsplans des ERP-Sondervermögens für  das Rechnungsjahr 1966,ERPWiPlanG 1966,1966-08-11,"BGBlII:1966,665",gesetze-master/e/erpwiplang_1966/index.md
Verordnung über die Haftpflichtversicherung der Eisenbahnen,EBHaftpflV,1995-12-21,"BGBlI:1995,2101",gesetze-master/e/ebhaftpflv/index.md
"Gesetz, betreffend die Unzulässigkeit der Pfändung von Eisenbahnfahrbetriebsmitteln",EBPfSchG,1886-05-03,"RGBl:1886,131",gesetze-master/e/ebpfschg/index.md
Verordnung über die Versteigerung von Emissionsberechtigungen nach dem Zuteilungsgesetz  2012,EHVV 2012,2009-07-17,"BGBlI:2009,2048",gesetze-master/e/ehvv_2012/index.md
Abkommen zwischen der Regierung der Bundesrepublik Deutschland und der Regierung  des Königreichs der Niederlande über die Schiffahrtsordnung in der Emsmündung,EmsSchOAbk,1986-12-22,"BGBlII:1987,142",gesetze-master/e/emsschoabk/index.md
Gesetz zu dem Europa-Mittelmeer-Luftverkehrsabkommen vom 12. Dezember 2006  zwischen der Europäischen Gemeinschaft und ihren Mitgliedstaaten einerseits und  dem Königreich Marokko andererseits,Euromed-LuftvAbkG-Marok,2011-04-05,"BGBlII:2011,466,468",gesetze-master/e/euromed-luftvabkg-marok/index.md
Gesetz über die Verwendung der zur Durchführung der Rechtsakte der Europäischen  Gemeinschaft über die Kennzeichnung und Registrierung von Rindern erhobenen Daten,EGV820/97G,1999-12-17,"BGBlI:1999,2489",gesetze-master/e/egv820_97g/index.md
Europäisches Übereinkommen über die Erlangung von Auskünften und Beweisen in  Verwaltungssachen im Ausland,EuAuslVwAuskÜbk,1978-03-15,"BGBlII:1981,550",gesetze-master/e/euauslvwauskuebk/index.md
Verordnung über die Gewährung von Steuerbefreiungen für die European Transsonic  Windtunnel GmbH,ETWStBefrV,1989-09-01,"BGBlII:1989,738",gesetze-master/e/etwstbefrv/index.md
Gesetz zur Neuordnung des Eisenbahnwesens,ENeuOG,1993-12-27,"BGBlI:1993,2378(1994I2439)",gesetze-master/e/eneuog/index.md
"Verordnung über Ausnahmen von der Verordnung (EG) Nr. 999/2001 des Europäischen  Parlaments und des Rates vom 22. Mai 2001 mit Vorschriften zur Verhütung, Kontrolle  und Tilgung bestimmter spongiformer Enzephalopathien",EGTSEAusnV,2002-07-17,"BGBlI:2002,2697",gesetze-master/e/egtseausnv/index.md
"Verordnung über Beiträge nach dem Gesetz über die elektromagnetische Verträglichkeit  von Geräten für die Jahre 1999, 2000, 2001 und 2002",EMVBeitrV 2002,2002-08-12,"BGBlI:2002,3359",gesetze-master/e/emvbeitrv_2002/index.md
"Verordnung zur Bestimmung der für die Verfolgung und Ahndung von Ordnungswidrigkeiten  nach § 23 Abs. 1 Nr. 2, 4, 8 und 9 des Elektro- und Elektronikgerätegesetzes zuständigen  Verwaltungsbehörde",ElektroGOWiZustV,2006-07-10,"BGBlI:2006,1453",gesetze-master/e/elektrogowizustv/index.md
Eisenbahnunternehmer-Berufszugangsverordnung,EBZugV,1994-10-27,"BGBlI:1994,3203",gesetze-master/e/ebzugv/index.md
Erbschaftsteuer-Durchführungsverordnung,ErbStDV 1998,1998-09-08,"BGBlI:1998,2658",gesetze-master/e/erbstdv_1998/index.md
